Maus;;1;2;3;4;5;6;;;;1;2;3;4;5;6;;;;1;2;3;4;6;;;;;;;
245;a;6.853308399;19.36087124;4.400198009;10.98949453;9.311919036;10.40096804;;;a;;;;;;;;;a;6.853308399;20.42969812;11.93364156;14.65868915;14.96328529;;1;2;3;4;5;6
39788;b;20.42969812;18.03100354;13.6687517;15.28963829;11.96083764;13.53277128;;;b;;;;;;;;;b;19.36087124;18.03100354;28.84960566;14.05493609;18.27576829;a;22.93618673;24.3943006;20.45794755;14.68093364;10.00720741;17.17026113
39789;c;11.93364156;28.84960566;14.31601849;11.66168072;16.35572478;17.13897199;;;c;;;;;;;;;c;4.400198009;13.6687517;14.31601849;14.21811259;19.64645091;b;18.84459722;15.32405611;15.41830681;22.65897877;17.40865998;16.53822698
39790;d;14.65868915;14.05493609;14.21811259;11.86837095;22.61626326;12.57546913;;;d;;;;;;;;;d;10.98949453;15.28963829;11.66168072;11.86837095;11.11775904;c;21.11360035;24.68259688;15.72877973;18.06287077;13.62199922;11.91994234
39806;e;14.96328529;18.27576829;19.64645091;11.11775904;8.865923307;11.11775904;;;e;;;;;;;;;e;9.311919036;11.96083764;16.35572478;22.61626326;8.865923307;d;18.19038643;21.80517824;13.88257471;14.50352054;22.2875201;15.68442646
39623;f;22.93618673;18.84459722;21.11360035;18.19038643;17.33104175;16.7932583;;;f;;;;;;;;;f;10.40096804;13.53277128;17.13897199;12.57546913;11.11775904;e;17.33104175;20.04213561;8.671065033;11.49858624;8.992626268;17.78011865
39624;g;24.3943006;15.32405611;24.68259688;21.80517824;20.04213561;21.8107224;;;g;;;;;;;;;;;;;;;f;16.7932583;21.8107224;13.64417586;11.81460332;16.01153185;13.26717303
39625;h;20.45794755;15.41830681;15.72877973;13.88257471;8.671065033;13.64417586;;;h;;;;;;;;;;;;;;;;;;;;;
39630;i;14.68093364;22.65897877;18.06287077;14.50352054;11.49858624;11.81460332;;;i;;;;;;;;;;;;;;;;;;;;;
39631;j;10.00720741;17.40865998;13.62199922;22.2875201;8.992626268;16.01153185;;;j;;;;;;;;;;;;;;;;;;;;;
39632;k;17.17026113;16.53822698;11.91994234;15.68442646;17.78011865;13.26717303;;;k;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;245;39788;39789;39790;39806;39623;39624;39625;39630;39631;39632;;;;;;;;;;
;;;;;;;;;;;245;39788;39789;39790;39806;39623;39624;39625;39630;39631;39632;;;;;;;;;;
;;;;;;;;;;;245;39788;39789;39790;39806;39623;39624;39625;39630;39631;39632;;;;;;;;;;
;;;;;;;;;;;245;39788;39789;39790;39806;39623;39624;39625;39630;39631;39632;;;;;;;;;;
;;;;;;;;;;;245;39788;39789;39790;39806;39623;39624;39625;39630;39631;39632;;;;;;;;;;
;;;;;;;;;;;245;39788;39789;39790;39806;39623;39624;39625;39630;39631;39632;;;;;;;;;;
;;;;;;;;;;;245;39788;39789;39790;39806;39623;39624;39625;39630;39631;39632;;;;;;;;;;
;;;;;;;;;;;245;39788;39789;39790;39806;39623;39624;39625;39630;39631;39632;;;;;;;;;;
;;;;;;;;;;;245;39788;39789;39790;39806;39623;39624;39625;39630;39631;39632;;;;;;;;;;
;;;;;;;;;;;245;39788;39789;39790;39806;39623;39624;39625;39630;39631;39632;;;;;;;;;;
;;;;;;;;;;;245;39788;39789;39790;39806;39623;39624;39625;39630;39631;39632;;;;;;;;;;
